total_purchases,avg_cart_value,total_time_spent,product_click,discount_counts,customer_id,cluster,pca1,pca2,pca1_3d,pca2_3d,pca3_3d,customer_segment
4.0,30.41,83.94,45.0,1.0,CM00069,1,1.8777323106139838,-0.9501358305627293,1.8777323106139838,-0.9501358305627293,-0.09503380594504282,Bargain Hunters
25.0,27.63,29.34,18.0,8.0,CM00070,2,-2.0816601105647847,-0.8316021929248067,-2.0816601105647847,-0.8316021929248067,0.9231552111812218,Window Shoppers
15.0,28.13,6.14,19.0,11.0,CM00071,2,-1.9962342521973069,-0.7518465791587112,-1.9962342521973069,-0.7518465791587112,-0.6986190230607414,Window Shoppers
14.0,42.63,16.09,14.0,12.0,CM00072,2,-1.9977169423110133,-0.539704664280487,-1.9977169423110133,-0.539704664280487,-0.9269241491035649,Window Shoppers
25.0,41.98,10.48,18.0,6.0,CM00073,2,-2.13985815058596,-0.3422410247652181,-2.13985815058596,-0.3422410247652181,1.0799857995104813,Window Shoppers
8.0,154.89,44.4,18.0,1.0,CM00074,0,0.37114388840291346,1.7772270658402816,0.37114388840291346,1.7772270658402816,-0.10175710692486248,High Spenders
16.0,108.61,44.17,20.0,2.0,CM00075,0,-0.3484224673950777,0.8304736719612833,-0.3484224673950777,0.8304736719612833,0.7119534609606111,High Spenders
6.0,70.91,98.69,50.0,1.0,CM00076,1,2.184059391196227,-0.5644950118951843,2.184059391196227,-0.5644950118951843,0.14168356846636035,Bargain Hunters
8.0,43.91,107.52,56.0,1.0,CM00077,1,2.308242454920511,-1.2035945053755808,2.308242454920511,-1.2035945053755808,0.4582534867274591,Bargain Hunters
3.0,64.42,69.85,43.0,0.0,CM00078,1,1.8364552237695277,-0.2004408736596474,1.8364552237695277,-0.2004408736596474,-0.1957750350515779,Bargain Hunters
9.0,142.64,22.91,20.0,1.0,CM00079,0,-0.0004253682450905952,1.6737425838420814,-0.0004253682450905952,1.6737425838420814,-0.07768912652488189,High Spenders
9.0,106.2,50.08,19.0,2.0,CM00080,0,0.2245646084367746,0.8796360276594959,0.2245646084367746,0.8796360276594959,-0.021600550284717614,High Spenders
7.0,107.12,40.51,16.0,1.0,CM00081,0,0.23888878030926775,1.1248116229802123,0.23888878030926775,1.1248116229802123,-0.15768317275589147,High Spenders
10.0,194.59,36.11,22.0,3.0,CM00082,0,0.07326854558934602,2.1873585022907984,0.07326854558934602,2.1873585022907984,-0.2563547411733458,High Spenders
5.0,61.2,79.37,50.0,3.0,CM00083,1,1.726019532617824,-0.7099617502555741,1.726019532617824,-0.7099617502555741,-0.3242944592282068,Bargain Hunters
12.0,109.66,31.53,15.0,1.0,CM00084,0,-0.2951255511971293,1.1723683889505385,-0.2951255511971293,1.1723683889505385,0.3380914765274738,High Spenders
18.0,19.81,10.0,5.0,17.0,CM00085,2,-3.228357114059474,-1.062818075235755,-3.228357114059474,-1.062818075235755,-1.1859722756729103,Window Shoppers
10.0,143.28,32.48,15.0,1.0,CM00086,0,-0.07360778227745601,1.714947567418665,-0.07360778227745601,1.714947567418665,0.07038203885463537,High Spenders
25.0,29.58,26.71,24.0,10.0,CM00087,2,-2.15038913501494,-1.0571964332135273,-2.15038913501494,-1.0571964332135273,0.6421464839744708,Window Shoppers
25.0,25.33,5.83,17.0,9.0,CM00088,2,-2.589988541713745,-0.756809698338375,-2.589988541713745,-0.756809698338375,0.6692781606161917,Window Shoppers
21.0,33.72,25.95,17.0,12.0,CM00089,2,-2.283487873445239,-0.9142806590265661,-2.283487873445239,-0.9142806590265661,-0.0924125405173238,Window Shoppers
10.0,52.48,93.93,41.0,0.0,CM00090,1,1.6173792095449615,-0.6069690923817244,1.6173792095449615,-0.6069690923817244,0.7067519064385014,Bargain Hunters
3.0,59.02,84.11,32.0,4.0,CM00091,1,1.2952156709980138,-0.4176300085937814,1.2952156709980138,-0.4176300085937814,-0.683566993984444,Bargain Hunters
8.0,151.63,39.02,19.0,1.0,CM00092,0,0.3112369897261668,1.7410035599782965,0.3112369897261668,1.7410035599782965,-0.12195301376183362,High Spenders
18.0,44.74,8.13,11.0,12.0,CM00093,2,-2.503235840728477,-0.4465163539300161,-2.503235840728477,-0.4465163539300161,-0.53806980549348,Window Shoppers
19.0,38.33,5.14,16.0,12.0,CM00094,2,-2.4843042633434163,-0.6509283260876286,-2.4843042633434163,-0.6509283260876286,-0.42504547429252354,Window Shoppers
4.0,20.57,69.45,59.0,1.0,CM00095,1,2.0552054358690888,-1.3143922028180015,2.0552054358690888,-1.3143922028180015,-0.12855835166706328,Bargain Hunters
22.0,48.01,22.98,12.0,12.0,CM00096,2,-2.5289042594262767,-0.5777284255809462,-2.5289042594262767,-0.5777284255809462,-0.029360604572157233,Window Shoppers
10.0,49.38,117.04,21.0,0.0,CM00097,1,1.3712052580534397,-0.3678321899570001,1.3712052580534397,-0.3678321899570001,0.7942343006154958,Bargain Hunters
14.0,194.9,44.85,13.0,2.0,CM00098,0,-0.24877362713381881,2.3433144615908965,-0.24877362713381881,2.3433144615908965,0.34675320485649425,High Spenders
19.0,16.21,8.25,11.0,12.0,CM00099,2,-2.6254334013170424,-0.9028266383606187,-2.6254334013170424,-0.9028266383606187,-0.38246789511935003,Window Shoppers
21.0,16.65,8.32,17.0,5.0,CM00100,2,-1.8486096011239126,-0.5669753350978032,-1.8486096011239126,-0.5669753350978032,0.8079120457841712,Window Shoppers
2.0,44.68,68.68,47.0,0.0,CM00101,1,1.977242782161829,-0.571119271245331,1.977242782161829,-0.571119271245331,-0.2726632684596819,Bargain Hunters
15.0,14.26,21.09,13.0,8.0,CM00102,2,-1.6497607440523543,-0.7230970637369863,-1.6497607440523543,-0.7230970637369863,-0.19906074869793594,Window Shoppers
24.0,36.72,11.86,20.0,9.0,CM00103,2,-2.311425762244266,-0.6730936614091428,-2.311425762244266,-0.6730936614091428,0.5771702540673671,Window Shoppers
14.0,188.33,37.1,26.0,1.0,CM00104,0,0.11581758538567105,2.07656909189397,0.11581758538567105,2.07656909189397,0.4776672650402149,High Spenders
19.0,162.57,34.77,15.0,1.0,CM00105,0,-0.6654877842817111,1.8636165610739353,-0.6654877842817111,1.8636165610739353,1.0352632799997745,High Spenders
4.0,30.23,89.63,47.0,2.0,CM00106,1,1.9209069218397699,-1.1058508257746673,1.9209069218397699,-1.1058508257746673,-0.2000917703170282,Bargain Hunters
11.0,124.03,36.76,19.0,0.0,CM00107,0,0.11220974224279191,1.3556625515410097,0.11220974224279191,1.3556625515410097,0.3762876573271003,High Spenders
5.0,26.23,80.28,42.0,1.0,CM00108,1,1.6490601937030254,-0.9384724277616937,1.6490601937030254,-0.9384724277616937,-0.0025190753365361895,Bargain Hunters
28.0,20.39,19.5,12.0,13.0,CM00109,2,-3.179497579835975,-1.1403621532853447,-3.179497579835975,-1.1403621532853447,0.5160199399303679,Window Shoppers
3.0,68.64,103.49,49.0,2.0,CM00110,1,2.3398329613795354,-0.6354640774604717,2.3398329613795354,-0.6354640774604717,-0.29767006157918996,Bargain Hunters
22.0,41.18,17.89,20.0,7.0,CM00111,2,-1.8502040591797413,-0.4745192132077919,-1.8502040591797413,-0.4745192132077919,0.6565182829667634,Window Shoppers
21.0,13.01,18.16,14.0,8.0,CM00112,2,-2.1090094910465913,-0.8340050807214029,-2.1090094910465913,-0.8340050807214029,0.4460071933840294,Window Shoppers
7.0,147.85,23.26,22.0,2.0,CM00113,0,0.11574879066755245,1.6670070885496902,0.11574879066755245,1.6670070885496902,-0.43698697648022833,High Spenders
15.0,160.09,51.97,21.0,1.0,CM00114,0,0.07449642230955206,1.6360098215734507,0.07449642230955206,1.6360098215734507,0.698643659256919,High Spenders
4.0,63.12,98.92,45.0,2.0,CM00115,1,2.0644020107389007,-0.6162225226145626,2.0644020107389007,-0.6162225226145626,-0.2092924363257971,Bargain Hunters
11.0,153.19,49.38,31.0,2.0,CM00116,0,0.5113247000684864,1.31467887823541,0.5113247000684864,1.31467887823541,0.1387605586574004,High Spenders
22.0,10.74,12.29,19.0,9.0,CM00117,2,-2.23374610038166,-1.025363751797438,-2.23374610038166,-1.025363751797438,0.40049131114090764,Window Shoppers
5.0,79.52,99.66,47.0,1.0,CM00118,1,2.1976505461209315,-0.35676812850427325,2.1976505461209315,-0.35676812850427325,0.018353626352996123,Bargain Hunters
12.0,194.6,53.76,24.0,3.0,CM00119,0,0.2629059705245449,1.9945210574622165,0.2629059705245449,1.9945210574622165,0.054661493978785794,High Spenders
16.0,16.43,16.59,11.0,13.0,CM00120,2,-2.3796712560793503,-0.9813408913103766,-2.3796712560793503,-0.9813408913103766,-0.8062729884804233,Window Shoppers
8.0,24.34,115.96,55.0,2.0,CM00121,1,2.2697494614565836,-1.6108969920563887,2.2697494614565836,-1.6108969920563887,0.3929834668580277,Bargain Hunters
5.0,49.88,69.92,54.0,1.0,CM00122,1,1.8902715567922725,-0.7690513571577288,1.8902715567922725,-0.7690513571577288,-0.07220263597962015,Bargain Hunters
9.0,31.28,89.1,58.0,2.0,CM00123,1,1.8781924542836255,-1.4039426124115613,1.8781924542836255,-1.4039426124115613,0.36099108936320456,Bargain Hunters
5.0,69.69,118.83,50.0,0.0,CM00124,1,2.676783529582618,-0.6339272684932215,2.676783529582618,-0.6339272684932215,0.2731605274223265,Bargain Hunters
5.0,55.62,76.35,45.0,1.0,CM00125,1,1.7299573997762063,-0.5244854828641522,1.7299573997762063,-0.5244854828641522,-0.06425010991541477,Bargain Hunters
8.0,24.07,78.98,59.0,1.0,CM00126,1,1.9164863837832002,-1.3840513695578072,1.9164863837832002,-1.3840513695578072,0.3512824679653718,Bargain Hunters
7.0,154.81,31.22,11.0,0.0,CM00127,0,0.1330789433305955,2.104982359227287,0.1330789433305955,2.104982359227287,-0.15185613658458819,High Spenders
9.0,190.24,34.52,21.0,3.0,CM00128,0,0.0840738018029661,2.167901190917688,0.0840738018029661,2.167901190917688,-0.368458553412538,High Spenders
14.0,49.65,17.68,19.0,12.0,CM00129,2,-1.8097176030820699,-0.5527004679663825,-1.8097176030820699,-0.5527004679663825,-0.9216644094382128,Window Shoppers
3.0,140.07,40.18,19.0,1.0,CM00130,0,0.6766607094174699,1.6289897122807397,0.6766607094174699,1.6289897122807397,-0.6443943383042116,High Spenders
10.0,106.94,59.13,17.0,2.0,CM00131,0,0.23381196790146938,0.8594715158464814,0.23381196790146938,0.8594715158464814,0.1287780134296993,High Spenders
6.0,52.52,64.51,55.0,1.0,CM00132,1,1.766798698888685,-0.7288187449249439,1.766798698888685,-0.7288187449249439,0.007367517681056293,Bargain Hunters
3.0,76.86,108.67,48.0,0.0,CM00133,1,2.617176670828425,-0.3806865084236453,2.617176670828425,-0.3806865084236453,-0.011603942296482544,Bargain Hunters
5.0,48.22,86.63,56.0,1.0,CM00134,1,2.209320038749793,-0.9516071356227208,2.209320038749793,-0.9516071356227208,0.01803734196817628,Bargain Hunters
8.0,132.35,56.28,18.0,0.0,CM00135,0,0.6231870735362457,1.419327338805877,0.6231870735362457,1.419327338805877,0.13156507202100715,High Spenders
27.0,10.52,10.75,15.0,9.0,CM00136,2,-2.746515585056389,-1.0041661400256043,-2.746515585056389,-1.0041661400256043,0.9330801380997398,Window Shoppers
14.0,20.38,24.41,9.0,8.0,CM00137,2,-1.6339048446226336,-0.5475281812792581,-1.6339048446226336,-0.5475281812792581,-0.3082626600469757,Window Shoppers
4.0,37.01,91.17,43.0,0.0,CM00138,1,2.0482906609420657,-0.7823577954865949,2.0482906609420657,-0.7823577954865949,0.0648506219111905,Bargain Hunters
10.0,49.38,33.76,21.0,3.0,CM00139,0,-0.2508612356036681,-0.017361647140558448,-0.2508612356036681,-0.017361647140558448,-0.03758833331373075,High Spenders
28.0,17.26,14.21,18.0,9.0,CM00140,2,-2.6635336748004113,-1.004681086384313,-2.6635336748004113,-1.004681086384313,1.0541740176621097,Window Shoppers
17.0,45.85,27.35,16.0,11.0,CM00141,2,-1.87013248320862,-0.5844599206638357,-1.87013248320862,-0.5844599206638357,-0.4064767365489477,Window Shoppers
1.0,61.39,103.71,51.0,2.0,CM00142,1,2.537794528086657,-0.7634616471008683,2.537794528086657,-0.7634616471008683,-0.5002833960229206,Bargain Hunters
18.0,46.69,17.45,18.0,4.0,CM00143,2,-1.2957411338308031,-0.07179751318250766,-1.2957411338308031,-0.07179751318250766,0.6168907579553683,Window Shoppers
20.0,20.89,13.42,6.0,8.0,CM00144,2,-2.3368074203830655,-0.48836426894295354,-2.3368074203830655,-0.48836426894295354,0.2865964767083894,Window Shoppers
15.0,155.47,30.82,19.0,1.0,CM00145,0,-0.3252173390909852,1.7515029889221285,-0.3252173390909852,1.7515029889221285,0.5960794456096622,High Spenders
8.0,71.67,98.61,52.0,2.0,CM00146,1,1.991433263413737,-0.6965355557691153,1.991433263413737,-0.6965355557691153,0.22476158342750777,Bargain Hunters
13.0,144.41,31.43,20.0,4.0,CM00147,0,-0.4757044588819291,1.3732710286639926,-0.4757044588819291,1.3732710286639926,-0.012388703125749466,High Spenders
22.0,35.99,29.67,19.0,9.0,CM00148,2,-1.9168065589988286,-0.7525440219669945,-1.9168065589988286,-0.7525440219669945,0.4476656665884904,Window Shoppers
5.0,62.85,96.57,57.0,0.0,CM00149,1,2.526943984081766,-0.7444961620841196,2.526943984081766,-0.7444961620841196,0.18381723899944108,Bargain Hunters
8.0,185.0,32.26,17.0,3.0,CM00150,0,-0.007588547491468013,2.2056337205433567,-0.007588547491468013,2.2056337205433567,-0.4876017208012709,High Spenders
11.0,131.52,40.86,12.0,3.0,CM00151,0,-0.3389107454367245,1.3877814061072056,-0.3389107454367245,1.3877814061072056,-0.03912660278814224,High Spenders
26.0,13.31,22.24,10.0,11.0,CM00152,2,-2.8505101867246845,-1.0535610219698606,-2.8505101867246845,-1.0535610219698606,0.5938611743166153,Window Shoppers
5.0,53.37,77.48,42.0,1.0,CM00153,1,1.6532738829934182,-0.5004336095198821,1.6532738829934182,-0.5004336095198821,-0.060044538284242686,Bargain Hunters
27.0,26.86,16.83,22.0,15.0,CM00154,2,-3.046771872676344,-1.3695674906446988,-3.046771872676344,-1.3695674906446988,0.12500602705545652,Window Shoppers
27.0,37.9,23.13,16.0,18.0,CM00155,2,-3.427014378454508,-1.3195899741752755,-3.427014378454508,-1.3195899741752755,-0.2833069975948587,Window Shoppers
4.0,43.59,105.33,39.0,0.0,CM00156,1,2.1611990753640047,-0.6876233244869028,2.1611990753640047,-0.6876233244869028,0.11888565009047657,Bargain Hunters
10.0,135.47,28.27,16.0,3.0,CM00157,0,-0.3350324947805056,1.4599637014530706,-0.3350324947805056,1.4599637014530706,-0.21145267364776998,High Spenders
20.0,47.79,8.05,19.0,12.0,CM00158,2,-2.4051192869630684,-0.6057267130912812,-2.4051192869630684,-0.6057267130912812,-0.3110741255888891,Window Shoppers
8.0,166.65,25.53,12.0,2.0,CM00159,0,-0.19026921026205354,2.148591075443163,-0.19026921026205354,2.148591075443163,-0.36322740197995995,High Spenders
5.0,60.09,99.45,51.0,0.0,CM00160,1,2.386369643041253,-0.6736982102243428,2.386369643041253,-0.6736982102243428,0.19256863172718808,Bargain Hunters
13.0,181.37,51.34,23.0,0.0,CM00161,0,0.4155680610701902,2.0246749633810452,0.4155680610701902,2.0246749633810452,0.583512573593389,High Spenders
6.0,39.65,85.98,43.0,0.0,CM00162,1,1.824585259983592,-0.7363372891541283,1.824585259983592,-0.7363372891541283,0.25318930284994495,Bargain Hunters
3.0,46.89,114.76,51.0,0.0,CM00163,1,2.7498781566713064,-0.9510296729726965,2.7498781566713064,-0.9510296729726965,0.07211280219685433,Bargain Hunters
5.0,65.82,76.11,44.0,1.0,CM00164,1,1.714131752599116,-0.34319373707511097,1.714131752599116,-0.34319373707511097,-0.08347278814270206,Bargain Hunters
10.0,109.8,22.19,20.0,1.0,CM00165,0,-0.14341329478738613,1.1565286147292937,-0.14341329478738613,1.1565286147292937,0.08057548057365418,High Spenders
12.0,106.14,27.95,16.0,1.0,CM00166,0,-0.3273000861715036,1.1199959021968289,-0.3273000861715036,1.1199959021968289,0.3273807495093147,High Spenders
4.0,72.83,80.42,49.0,2.0,CM00167,1,1.9123696473671794,-0.43011056332518727,1.9123696473671794,-0.43011056332518727,-0.31125466167682914,Bargain Hunters
18.0,44.87,14.33,15.0,9.0,CM00168,2,-1.967690545028958,-0.3639587337314103,-1.967690545028958,-0.3639587337314103,-0.08803696586794398,Window Shoppers
